"","Titulo","Ubicacion","Matricula ficticia","Carrera","ISBN","language_reference","Instituto"
"6621","direccion de marketing","BCC",158649,"NULL","9702607639","english","NULL"
"6622","direccion de marketing","BCC",143531,"NULL","9702607639","english","NULL"
"6623","direccion de marketing","BCC",254785,"NULL","9702607639","english","NULL"
"6624","direccion de marketing","BCC",254785,"NULL","9702607639","english","NULL"
"6625","direccion de marketing","BCC",139901,"  Licenciatura en Comercio Exterior","9789702607632","english","  ICSA"
"6626","direccion de marketing","BCC",254785,"Licenciatura en Contaduría","9789702607632","english","ICSA"
"6627","direccion de marketing","BCC",118865," Licenciatura en Psicología","9789702607632","english"," ICSA"
"6628","direccion de marketing","BCC",139260," Licenciatura en Publicidad","9789702607632","english"," IADA"
"6629","direccion de marketing","BCC",139260," Licenciatura en Publicidad","9789702607632","english"," IADA"
"6630","direccion de marketing","BCC",140017,"  Licenciatura en Comercio Exterior","9789702607632","english","  ICSA"
"6631","direccion de marketing","BCC",146905,"NULL","9789702607632","english","NULL"
"6632","direccion de marketing","BCC",164155," Licenciatura en Administración de Empresas","9789702607632","english"," ICSA"
"6633","direccion de marketing","BCC",147920," Licenciatura en Publicidad","9789702607632","english"," IADA"
"6634","direccion de marketing","BCC",146767,"  Licenciatura en Comercio Exterior","9789702607632","english","  ICSA"
"6635","direccion de marketing","BCC",123353," Licenciatura en Diseño Gráfico","9789702607632","english"," IADA"
"6636","direccion de marketing","BCC",18288,"NULL","9789702607632","english","NULL"
"6637","direccion de marketing","BCC",119780," Licenciatura en Administracion de Empresas","9789702607632","english"," ICSA"
"6638","direccion de marketing","BCC",130628,"","9789702607632","english",""
"6639","direccion de marketing","BCC",914641,"NULL","9789702607632","english","NULL"
"6640","direccion de marketing","BCC",130514,"","9789702607632","english",""
"6641","direccion de marketing","BCC",158649,"NULL","9789702607632","english","NULL"
"6642","direccion de marketing","BCC",143531,"NULL","9789702607632","english","NULL"
"6643","direccion de marketing","BCC",254785,"NULL","9789702607632","english","NULL"
"6644","direccion de marketing","BCC",254785,"NULL","9789702607632","english","NULL"
"6645","knowledgebased systems","BCC",14960,"NULL","9780763776473","english","NULL"
"6646","knowledgebased systems","BCC",13290,"DIRECTOR DE LA DIVISION MULTIDISCIPLINARIA DE LA UACJ-NCG","9780763776473","english","DIRECTOR DE LA DIVISION MULTIDISCIPLINARIA DE LA UACJ-NCG"
"6647","knowledgebased systems","BCC",14960,"NULL","0763776475","english","NULL"
"6648","knowledgebased systems","BCC",13290,"DIRECTOR DE LA DIVISION MULTIDISCIPLINARIA DE LA UACJ-NCG","0763776475","english","DIRECTOR DE LA DIVISION MULTIDISCIPLINARIA DE LA UACJ-NCG"
"6649","questioning gender a sociological exploration","BCC",142064,"NULL","9781412965941","english","NULL"
"6650","questioning gender a sociological exploration","BCC",142064,"NULL","1412965942","english","NULL"
"6651","improvisation for the theater a handbook of teaching and directing techniques","BCC",179839," Ingeniería de Software","0810140098","english"," IIT"
"6652","improvisation for the theater a handbook of teaching and directing techniques","BCC",179839," Ingeniería de Software","9780810140097","english"," IIT"
"6653","improvisation for the theater a handbook of teaching and directing techniques","BCC",179839," Ingeniería de Software","081014008","english"," IIT"
"6654","improvisation for the theater a handbook of teaching and directing techniques","BCC",179839," Ingeniería de Software","9780810140080","english"," IIT"
"6655","interactive and improvisational drama varieties of applied theatre and performance","BCC",159876," Licenciatura en Periodismo","0595417507","english"," ICSA"
"6656","interactive and improvisational drama varieties of applied theatre and performance","BCC",159876," Licenciatura en Periodismo","9780595417506","english"," ICSA"
"6657","foundations of engineering","BCC",124554," Ingeniería en Energía y Mantenimiento Industrial","0072480823","english"," IIT"
"6658","foundations of engineering","BCC",124554," Ingeniería en Energía y Mantenimiento Industrial","9780072480825","english"," IIT"
"6659","foundations of engineering","BCC",124554," Ingeniería en Energía y Mantenimiento Industrial","0071195610","english"," IIT"
"6660","foundations of engineering","BCC",124554," Ingeniería en Energía y Mantenimiento Industrial","9780071195614","english"," IIT"
"6661","alcamos fundamentals of microbiology body systems edition","BCC",139042,"  Licenciatura en Químico Fármaco Biólogo","9780763762599","english","  ICB"
"6662","alcamos fundamentals of microbiology body systems edition","BCC",127165," Licenciatura en Enfermería ","9780763762599","english"," ICB "
"6663","alcamos fundamentals of microbiology body systems edition","BCC",127170,"NULL","9780763762599","english","NULL"
"6664","alcamos fundamentals of microbiology body systems edition","BCC",127217,"","9780763762599","english",""
"6665","alcamos fundamentals of microbiology body systems edition","BCC",127217,"","9780763762599","english",""
"6666","alcamos fundamentals of microbiology body systems edition","BCC",123654,"Licenciatura en Químico Farmacéutico Biólogo","9780763762599","english","ICB"
"6667","alcamos fundamentals of microbiology body systems edition","BCC",147626," Licenciatura en Químico Fármaco Biólogo","9780763762599","english"," ICB"
"6668","alcamos fundamentals of microbiology body systems edition","BCC",123469,"  Licenciatura en Enfermería","9780763762599","english","  ICB"
"6669","alcamos fundamentals of microbiology body systems edition","BCC",126947,"","9780763762599","english",""
"6670","alcamos fundamentals of microbiology body systems edition","BCC",127008,"MEDICO FARMACO BIOLOGO","9780763762599","english","MEDICO FARMACO BIOLOGO"
"6671","alcamos fundamentals of microbiology body systems edition","BCC",129188,"  Licenciatura en Enfermería","9780763762599","english","  ICB"
"6672","alcamos fundamentals of microbiology body systems edition","BCC",139257,"NULL","9780763762599","english","NULL"
"6673","alcamos fundamentals of microbiology body systems edition","BCC",127035,"","9780763762599","english",""
"6674","alcamos fundamentals of microbiology body systems edition","BCC",126974,"NULL","9780763762599","english","NULL"
"6675","alcamos fundamentals of microbiology body systems edition","BCC",129169," Licenciatura en Enfermería","9780763762599","english"," ICB"
"6676","alcamos fundamentals of microbiology body systems edition","BCC",129169," Licenciatura en Enfermería","9780763762599","english"," ICB"
"6677","alcamos fundamentals of microbiology body systems edition","BCC",127189," Licenciatura en Enfermería","9780763762599","english"," ICB"
"6678","alcamos fundamentals of microbiology body systems edition","BCC",127194,"","9780763762599","english",""
"6679","alcamos fundamentals of microbiology body systems edition","BCC",127194,"","9780763762599","english",""
"6680","alcamos fundamentals of microbiology body systems edition","BCC",110723,"","9780763762599","english",""
"6681","jamsas cc programmers bible the ultimate guide to cc programming","BCC",179636," Ingeniería en Mecatrónica","1884133258","english"," IIT"
"6682","jamsas cc programmers bible the ultimate guide to cc programming","BCC",124580," Ingeniería de Software","1884133258","english"," IIT"
"6683","jamsas cc programmers bible the ultimate guide to cc programming","BCC",915552,"NULL","1884133258","english","NULL"
"6684","jamsas cc programmers bible the ultimate guide to cc programming","BCC",169999,"NULL","1884133258","english","NULL"
"6685","jamsas cc programmers bible the ultimate guide to cc programming","BCC",179734," Ingeniería en Sistemas Computacionales","1884133258","english"," IIT"
"6686","jamsas cc programmers bible the ultimate guide to cc programming","BCC",179636," Ingeniería en Mecatrónica","9781884133251","english"," IIT"
"6687","jamsas cc programmers bible the ultimate guide to cc programming","BCC",124580," Ingeniería de Software","9781884133251","english"," IIT"
"6688","jamsas cc programmers bible the ultimate guide to cc programming","BCC",915552,"NULL","9781884133251","english","NULL"
"6689","jamsas cc programmers bible the ultimate guide to cc programming","BCC",169999,"NULL","9781884133251","english","NULL"
"6690","jamsas cc programmers bible the ultimate guide to cc programming","BCC",179734," Ingeniería en Sistemas Computacionales","9781884133251","english"," IIT"
"6691","alcamos fundamentals of microbiology body systems edition","BCC",254785,"","9780763762599","english",""
"6692","alcamos fundamentals of microbiology body systems edition","BCC",254785,"","9780763762599","english",""
"6693","alcamos fundamentals of microbiology body systems edition","BCC",159273," Licenciatura en Enfermería","9780763762599","english"," ICB"
"6694","alcamos fundamentals of microbiology body systems edition","BCC",123804," Licenciatura en Químico Fármaco Biólogo","9780763762599","english"," ICB"
"6695","alcamos fundamentals of microbiology body systems edition","BCC",195824," Licenciatura en Enfermería","9780763762599","english"," ICB"
"6696","alcamos fundamentals of microbiology body systems edition","BCC",135864,"NULL","9780763762599","english","NULL"
"6697","alcamos fundamentals of microbiology body systems edition","BCC",135864,"NULL","9780763762599","english","NULL"
"6698","alcamos fundamentals of microbiology body systems edition","BCC",135864,"NULL","9780763762599","english","NULL"
"6699","alcamos fundamentals of microbiology body systems edition","BCC",135864,"NULL","9780763762599","english","NULL"
"6700","alcamos fundamentals of microbiology body systems edition","BCC",135864,"NULL","9780763762599","english","NULL"
"6701","alcamos fundamentals of microbiology body systems edition","BCC",143761,"NULL","9780763762599","english","NULL"
"6702","alcamos fundamentals of microbiology body systems edition","BCC",123693," Licenciatura en Químico Fármaco Biólogo","9780763762599","english"," ICB"
"6703","alcamos fundamentals of microbiology body systems edition","BCC",137625,"NULL","9780763762599","english","NULL"
"6704","alcamos fundamentals of microbiology body systems edition","BCC",139090,"","9780763762599","english",""
"6705","alcamos fundamentals of microbiology body systems edition","BCC",913264,"NULL","9780763762599","english","NULL"
"6706","alcamos fundamentals of microbiology body systems edition","BCC",126975,"NULL","9780763762599","english","NULL"
"6707","alcamos fundamentals of microbiology body systems edition","BCC",143793,"","9780763762599","english",""
"6708","alcamos fundamentals of microbiology body systems edition","BCC",17812,"NULL","9780763762599","english","NULL"
