"","Titulo","Ubicacion","Matricula ficticia","Carrera","ISBN","language_reference","Instituto"
"6341","anatomy and physiology of farm animals","BCC",195894," Médico Veterinario Zootecnista","0813813948","english"," ICB"
"6342","anatomy and physiology of farm animals","BCC",190562," Médico Veterinario Zootecnista","0813813948","english"," ICB"
"6343","anatomy and physiology of farm animals","BCC",130636,"NULL","0813813948","english","NULL"
"6344","anatomy and physiology of farm animals","BCC",180370,"NULL","0813813948","english","NULL"
"6345","anatomy and physiology of farm animals","BCC",173464," Médico Veterinario Zootecnista","0813813948","english"," ICB"
"6346","anatomy and physiology of farm animals","BCC",913222,"NULL","0813813948","english","NULL"
"6347","anatomy and physiology of farm animals","BCC",180450,"NULL","0813813948","english","NULL"
"6348","anatomy and physiology of farm animals","BCC",163833," Médico Veterinario Zootecnista","0813813948","english"," ICB"
"6349","anatomy and physiology of farm animals","BCC",196031,"NULL","0813813948","english","NULL"
"6350","anatomy and physiology of farm animals","BCC",123680," Médico Veterinario Zootecnista ","0813813948","english"," ICB "
"6351","anatomy and physiology of farm animals","BCC",190660," Médico Veterinario Zootecnista","0813813948","english"," ICB"
"6352","anatomy and physiology of farm animals","BCC",180251," Médico Veterinario Zootecnista","0813813948","english"," ICB"
"6353","anatomy and physiology of farm animals","BCC",180251," Médico Veterinario Zootecnista","0813813948","english"," ICB"
"6354","anatomy and physiology of farm animals","BCC",190601," Médico Veterinario Zootecnista","0813813948","english"," ICB"
"6355","anatomy and physiology of farm animals","BCC",190601," Médico Veterinario Zootecnista","0813813948","english"," ICB"
"6356","elementary statistics a step by step approach","BCC",143862,"NULL","9780077302351","english","NULL"
"6357","elementary statistics a step by step approach","BCC",913411,"NULL","9780077302351","english","NULL"
"6358","elementary statistics a step by step approach","BCC",913411,"NULL","9780077302351","english","NULL"
"6359","elementary statistics a step by step approach","BCC",913144,"NULL","9780077302351","english","NULL"
"6360","elementary statistics a step by step approach","BCC",146365," Licenciatura en Químico Fármaco Biólogo","9780077302351","english"," ICB"
"6361","elementary statistics a step by step approach","BCC",146365," Licenciatura en Químico Fármaco Biólogo","9780077302351","english"," ICB"
"6362","geographic information analysis","BCC",141589," Ingeniería de Software","9780470288573","english"," IIT"
"6363","geographic information analysis","BCC",141589," Ingeniería de Software","0470288574","english"," IIT"
"6364","diagnostic and statistical manual of mental disorders dsmivtr","BCC",191336," Licenciatura en Psicología","9780890420249","english"," ICSA"
"6365","diagnostic and statistical manual of mental disorders dsmivtr","BCC",169136," Licenciatura en Psicología","9780890420249","english"," ICSA"
"6366","diagnostic and statistical manual of mental disorders dsmivtr","BCC",169462," Licenciatura en Enseñanza del Inglés","9780890420249","english"," ICSA"
"6367","diagnostic and statistical manual of mental disorders dsmivtr","BCC",140078,"","9780890420249","english",""
"6368","diagnostic and statistical manual of mental disorders dsmivtr","BCC",140131,"NULL","9780890420249","english","NULL"
"6369","diagnostic and statistical manual of mental disorders dsmivtr","BCC",149661," Licenciatura en Enfermería","9780890420249","english"," ICB"
"6370","diagnostic and statistical manual of mental disorders dsmivtr","BCC",173641," Licenciatura en Psicología","0890420254","english"," ICSA"
"6371","diagnostic and statistical manual of mental disorders dsmivtr","BCC",160027,"  Licenciatura en Enseñanza del Inglés","0890420254","english","  ICSA"
"6372","diagnostic and statistical manual of mental disorders dsmivtr","BCC",126728,"NULL","0890420254","english","NULL"
"6373","diagnostic and statistical manual of mental disorders dsmivtr","BCC",159647," Licenciatura en Psicología","0890420254","english"," ICSA"
"6374","diagnostic and statistical manual of mental disorders dsmivtr","BCC",181758,"NULL","0890420254","english","NULL"
"6375","diagnostic and statistical manual of mental disorders dsmivtr","BCC",127183,"","0890420254","english",""
"6376","diagnostic and statistical manual of mental disorders dsmivtr","BCC",254785,"Licenciatura en Psicología","0890420254","english","ICSA"
"6377","diagnostic and statistical manual of mental disorders dsmivtr","BCC",146651," Licenciatura en Enfermería","0890420254","english"," ICB"
"6378","diagnostic and statistical manual of mental disorders dsmivtr","BCC",254785,"NULL","0890420254","english","NULL"
"6379","diagnostic and statistical manual of mental disorders dsmivtr","BCC",119645,"Licenciatura en Psicología","0890420254","english","ICSA"
"6380","diagnostic and statistical manual of mental disorders dsmivtr","BCC",135878," (con mat )","0890420254","english"," (con mat )"
"6381","diagnostic and statistical manual of mental disorders dsmivtr","BCC",126557," Licenciatura en Psicología ","0890420254","english"," ICSA "
"6382","diagnostic and statistical manual of mental disorders dsmivtr","BCC",168641,"NULL","0890420254","english","NULL"
"6383","diagnostic and statistical manual of mental disorders dsmivtr","BCC",140235,"NULL","0890420254","english","NULL"
"6384","diagnostic and statistical manual of mental disorders dsmivtr","BCC",191336," Licenciatura en Psicología","0890420254","english"," ICSA"
"6385","diagnostic and statistical manual of mental disorders dsmivtr","BCC",169136," Licenciatura en Psicología","0890420254","english"," ICSA"
"6386","diagnostic and statistical manual of mental disorders dsmivtr","BCC",169462," Licenciatura en Enseñanza del Inglés","0890420254","english"," ICSA"
"6387","diagnostic and statistical manual of mental disorders dsmivtr","BCC",140078,"","0890420254","english",""
"6388","diagnostic and statistical manual of mental disorders dsmivtr","BCC",140131,"NULL","0890420254","english","NULL"
"6389","diagnostic and statistical manual of mental disorders dsmivtr","BCC",149661," Licenciatura en Enfermería","0890420254","english"," ICB"
"6390","diagnostic and statistical manual of mental disorders dsmivtr","BCC",173641," Licenciatura en Psicología","9780890420256","english"," ICSA"
"6391","diagnostic and statistical manual of mental disorders dsmivtr","BCC",160027,"  Licenciatura en Enseñanza del Inglés","9780890420256","english","  ICSA"
"6392","diagnostic and statistical manual of mental disorders dsmivtr","BCC",126728,"NULL","9780890420256","english","NULL"
"6393","diagnostic and statistical manual of mental disorders dsmivtr","BCC",159647," Licenciatura en Psicología","9780890420256","english"," ICSA"
"6394","diagnostic and statistical manual of mental disorders dsmivtr","BCC",181758,"NULL","9780890420256","english","NULL"
"6395","diagnostic and statistical manual of mental disorders dsmivtr","BCC",127183,"","9780890420256","english",""
"6396","diagnostic and statistical manual of mental disorders dsmivtr","BCC",254785,"Licenciatura en Psicología","9780890420256","english","ICSA"
"6397","diagnostic and statistical manual of mental disorders dsmivtr","BCC",146651," Licenciatura en Enfermería","9780890420256","english"," ICB"
"6398","diagnostic and statistical manual of mental disorders dsmivtr","BCC",254785,"NULL","9780890420256","english","NULL"
"6399","diagnostic and statistical manual of mental disorders dsmivtr","BCC",119645,"Licenciatura en Psicología","9780890420256","english","ICSA"
"6400","diagnostic and statistical manual of mental disorders dsmivtr","BCC",135878," (con mat )","9780890420256","english"," (con mat )"
"6401","diagnostic and statistical manual of mental disorders dsmivtr","BCC",126557," Licenciatura en Psicología ","9780890420256","english"," ICSA "
"6402","diagnostic and statistical manual of mental disorders dsmivtr","BCC",168641,"NULL","9780890420256","english","NULL"
"6403","diagnostic and statistical manual of mental disorders dsmivtr","BCC",140235,"NULL","9780890420256","english","NULL"
"6404","diagnostic and statistical manual of mental disorders dsmivtr","BCC",191336," Licenciatura en Psicología","9780890420256","english"," ICSA"
"6405","diagnostic and statistical manual of mental disorders dsmivtr","BCC",169136," Licenciatura en Psicología","9780890420256","english"," ICSA"
"6406","diagnostic and statistical manual of mental disorders dsmivtr","BCC",169462," Licenciatura en Enseñanza del Inglés","9780890420256","english"," ICSA"
"6407","diagnostic and statistical manual of mental disorders dsmivtr","BCC",140078,"","9780890420256","english",""
"6408","diagnostic and statistical manual of mental disorders dsmivtr","BCC",140131,"NULL","9780890420256","english","NULL"
"6409","diagnostic and statistical manual of mental disorders dsmivtr","BCC",149661," Licenciatura en Enfermería","9780890420256","english"," ICB"
"6410","building type basics for elementary and secondary schools","BCC",135776,"","9780470225486","english",""
"6411","building type basics for elementary and secondary schools","BCC",135776,"","0470225483","english",""
"6412","clinical radiology of the horse","BCC",192642," Médico Veterinario Zootecnista","9781405171083","english"," ICB"
"6413","clinical radiology of the horse","BCC",154296," Médico Veterinario Zootecnista","9781405171083","english"," ICB"
"6414","synopsis of psychiatry behavioral sciencesclinical psychiatry","BCC",184607," Licenciatura en Psicología","078177327","english"," ICSA"
"6415","synopsis of psychiatry behavioral sciencesclinical psychiatry","BCC",184607," Licenciatura en Psicología","9780781773270","english"," ICSA"
"6416","clinical radiology of the horse","BCC",192642," Médico Veterinario Zootecnista","1405171081","english"," ICB"
"6417","clinical radiology of the horse","BCC",154296," Médico Veterinario Zootecnista","1405171081","english"," ICB"
"6418","elementary statistics a step by step approach","BCC",146365," Licenciatura en Químico Fármaco Biólogo","9780077302351","english"," ICB"
"6419","elementary statistics a step by step approach","BCC",143862,"NULL","0077302354","english","NULL"
"6420","elementary statistics a step by step approach","BCC",913411,"NULL","0077302354","english","NULL"
"6421","elementary statistics a step by step approach","BCC",913411,"NULL","0077302354","english","NULL"
"6422","elementary statistics a step by step approach","BCC",913144,"NULL","0077302354","english","NULL"
"6423","elementary statistics a step by step approach","BCC",146365," Licenciatura en Químico Fármaco Biólogo","0077302354","english"," ICB"
"6424","elementary statistics a step by step approach","BCC",146365," Licenciatura en Químico Fármaco Biólogo","0077302354","english"," ICB"
"6425","elementary statistics a step by step approach","BCC",146365," Licenciatura en Químico Fármaco Biólogo","0077302354","english"," ICB"
"6426","elementary statistics a step by step approach","BCC",143862,"NULL","9780073534978","english","NULL"
"6427","elementary statistics a step by step approach","BCC",913411,"NULL","9780073534978","english","NULL"
"6428","elementary statistics a step by step approach","BCC",913411,"NULL","9780073534978","english","NULL"
"6429","elementary statistics a step by step approach","BCC",913144,"NULL","9780073534978","english","NULL"
"6430","elementary statistics a step by step approach","BCC",146365," Licenciatura en Químico Fármaco Biólogo","9780073534978","english"," ICB"
"6431","elementary statistics a step by step approach","BCC",146365," Licenciatura en Químico Fármaco Biólogo","9780073534978","english"," ICB"
"6432","elementary statistics a step by step approach","BCC",146365," Licenciatura en Químico Fármaco Biólogo","9780073534978","english"," ICB"
"6433","elementary statistics a step by step approach","BCC",143862,"NULL","0073534978","english","NULL"
"6434","elementary statistics a step by step approach","BCC",913411,"NULL","0073534978","english","NULL"
"6435","elementary statistics a step by step approach","BCC",913411,"NULL","0073534978","english","NULL"
"6436","elementary statistics a step by step approach","BCC",913144,"NULL","0073534978","english","NULL"
"6437","elementary statistics a step by step approach","BCC",146365," Licenciatura en Químico Fármaco Biólogo","0073534978","english"," ICB"
"6438","elementary statistics a step by step approach","BCC",146365," Licenciatura en Químico Fármaco Biólogo","0073534978","english"," ICB"
"6439","elementary statistics a step by step approach","BCC",146365," Licenciatura en Químico Fármaco Biólogo","0073534978","english"," ICB"
"6440","curriculum problems politics and possibilities","BCC",147516,"  Licenciatura en Administración de Empresas","0791438090","english","  ICSA"
"6441","curriculum problems politics and possibilities","BCC",147516,"  Licenciatura en Administración de Empresas","9780791438091","english","  ICSA"
"6442","curriculum problems politics and possibilities","BCC",147516,"  Licenciatura en Administración de Empresas","0791438104","english","  ICSA"
"6443","curriculum problems politics and possibilities","BCC",147516,"  Licenciatura en Administración de Empresas","9780791438107","english","  ICSA"
"6444","subject steve a novel","BCC",143911,"","0767908856","english",""
"6445","subject steve a novel","BCC",143911,"","0767908856","english",""
"6446","subject steve a novel","BCC",159331," Licenciatura en Derecho","0767908856","english"," ICSA"
"6447","subject steve a novel","BCC",143911,"","9780767908856","english",""
"6448","subject steve a novel","BCC",143911,"","9780767908856","english",""
"6449","subject steve a novel","BCC",159331," Licenciatura en Derecho","9780767908856","english"," ICSA"
"6450","man and his symbols","BCC",184607," Licenciatura en Psicología","0440351839","english"," ICSA"
"6451","man and his symbols","BCC",184607," Licenciatura en Psicología","9780440351832","english"," ICSA"
"6452","man and his symbols","BCC",184607," Licenciatura en Psicología","0613922670","english"," ICSA"
"6453","man and his symbols","BCC",184607," Licenciatura en Psicología","9780613922678","english"," ICSA"
"6454","acting out in groups","BCC",126728,"NULL","0816633207","english","NULL"
"6455","acting out in groups","BCC",147100,"  Licenciatura en Psicología","0816633207","english","  ICSA"
"6456","acting out in groups","BCC",126728,"NULL","9780816633203","english","NULL"
"6457","acting out in groups","BCC",147100,"  Licenciatura en Psicología","9780816633203","english","  ICSA"
"6458","acting out in groups","BCC",126728,"NULL","0816633215","english","NULL"
"6459","acting out in groups","BCC",147100,"  Licenciatura en Psicología","0816633215","english","  ICSA"
"6460","acting out in groups","BCC",126728,"NULL","9780816633210","english","NULL"
"6461","acting out in groups","BCC",147100,"  Licenciatura en Psicología","9780816633210","english","  ICSA"
"6462","anatomy and physiology of domestic animals","BCC",168894," Médico Veterinario Zootecnista","9780813803296","english"," ICB"
"6463","anatomy and physiology of domestic animals","BCC",191019," Médico Veterinario Zootecnista","9780813803296","english"," ICB"
"6464","anatomy and physiology of domestic animals","BCC",180395,"NULL","9780813803296","english","NULL"
"6465","anatomy and physiology of domestic animals","BCC",123888,"NULL","9780813803296","english","NULL"
"6466","anatomy and physiology of domestic animals","BCC",123680," Médico Veterinario Zootecnista ","9780813803296","english"," ICB "
"6467","anatomy and physiology of domestic animals","BCC",913222,"NULL","9780813803296","english","NULL"
"6468","anatomy and physiology of domestic animals","BCC",192642," Médico Veterinario Zootecnista","9780813803296","english"," ICB"
"6469","anatomy and physiology of domestic animals","BCC",180251," Médico Veterinario Zootecnista","9780813803296","english"," ICB"
"6470","anatomy and physiology of domestic animals","BCC",180581,"NULL","9780813803296","english","NULL"
"6471","anatomy and physiology of domestic animals","BCC",143908,"NULL","9780813803296","english","NULL"
"6472","anatomy and physiology of domestic animals","BCC",148051," Ingeniería Industrial y de Sistemas","9780813803296","english"," IIT"
"6473","anatomy and physiology of domestic animals","BCC",173434," Médico Veterinario Zootecnista","9780813803296","english"," ICB"
"6474","anatomy and physiology of domestic animals","BCC",129298,"","9780813803296","english",""
"6475","anatomy and physiology of domestic animals","BCC",168894," Médico Veterinario Zootecnista","0813803292","english"," ICB"
"6476","anatomy and physiology of domestic animals","BCC",191019," Médico Veterinario Zootecnista","0813803292","english"," ICB"
"6477","anatomy and physiology of domestic animals","BCC",180395,"NULL","0813803292","english","NULL"
"6478","chemistry the molecular nature of matter","BCC",163786," Licenciatura en Químico Farmacéutico Biólogo","9780470577714","english"," ICB"
"6479","chemistry the molecular nature of matter","BCC",163786," Licenciatura en Químico Farmacéutico Biólogo","9780470577714","english"," ICB"
"6480","chemistry the molecular nature of matter","BCC",129094,"NULL","9780470577714","english","NULL"
"6481","chemistry the molecular nature of matter","BCC",129094,"NULL","9780470577714","english","NULL"
"6482","anatomy and physiology of domestic animals","BCC",123888,"NULL","0813803292","english","NULL"
"6483","anatomy and physiology of domestic animals","BCC",123680," Médico Veterinario Zootecnista ","0813803292","english"," ICB "
"6484","anatomy and physiology of domestic animals","BCC",913222,"NULL","0813803292","english","NULL"
"6485","anatomy and physiology of domestic animals","BCC",192642," Médico Veterinario Zootecnista","0813803292","english"," ICB"
"6486","anatomy and physiology of domestic animals","BCC",180251," Médico Veterinario Zootecnista","0813803292","english"," ICB"
"6487","anatomy and physiology of domestic animals","BCC",180581,"NULL","0813803292","english","NULL"
"6488","anatomy and physiology of domestic animals","BCC",143908,"NULL","0813803292","english","NULL"
"6489","anatomy and physiology of domestic animals","BCC",148051," Ingeniería Industrial y de Sistemas","0813803292","english"," IIT"
"6490","anatomy and physiology of domestic animals","BCC",173434," Médico Veterinario Zootecnista","0813803292","english"," ICB"
"6491","anatomy and physiology of domestic animals","BCC",129298,"","0813803292","english",""
"6492","essential nursing care a workbook for clinical practice","BCC",168717," Licenciatura en Enfermería","9780470513033","english"," ICB"
"6493","chemistry the molecular nature of matter","BCC",129229,"","9780470577714","english",""
"6494","chemistry the molecular nature of matter","BCC",127093,"  Licenciatura en Nutrición","9780470577714","english","  ICB"
"6495","chemistry the molecular nature of matter","BCC",129748,"  Licenciatura en Químico Fármaco Biólogo","9780470577714","english","  ICB"
"6496","chemistry the molecular nature of matter","BCC",147626," Licenciatura en Químico Fármaco Biólogo","9780470577714","english"," ICB"
"6497","chemistry the molecular nature of matter","BCC",159060," Licenciatura en Químico Farmacéutico Biólogo","9780470577714","english"," ICB"
"6498","chemistry the molecular nature of matter","BCC",123470," Licenciatura en Químico Fármaco Biólogo ","9780470577714","english"," ICB "
"6499","chemistry the molecular nature of matter","BCC",132203,"","9780470577714","english",""
"6500","chemistry the molecular nature of matter","BCC",110723,"","9780470577714","english",""
"6501","chemistry the molecular nature of matter","BCC",110723,"","9780470577714","english",""
"6502","chemistry the molecular nature of matter","BCC",168317," Licenciatura en Arquitectura","9780470577714","english"," ICSA"
"6503","chemistry the molecular nature of matter","BCC",163786," Licenciatura en Químico Farmacéutico Biólogo","0470577711","english"," ICB"
"6504","chemistry the molecular nature of matter","BCC",163786," Licenciatura en Químico Farmacéutico Biólogo","0470577711","english"," ICB"
"6505","chemistry the molecular nature of matter","BCC",129094,"NULL","0470577711","english","NULL"
"6506","chemistry the molecular nature of matter","BCC",129094,"NULL","0470577711","english","NULL"
"6507","chemistry the molecular nature of matter","BCC",129229,"","0470577711","english",""
"6508","chemistry the molecular nature of matter","BCC",127093,"  Licenciatura en Nutrición","0470577711","english","  ICB"
"6509","chemistry the molecular nature of matter","BCC",129748,"  Licenciatura en Químico Fármaco Biólogo","0470577711","english","  ICB"
"6510","chemistry the molecular nature of matter","BCC",147626," Licenciatura en Químico Fármaco Biólogo","0470577711","english"," ICB"
"6511","chemistry the molecular nature of matter","BCC",159060," Licenciatura en Químico Farmacéutico Biólogo","0470577711","english"," ICB"
"6512","chemistry the molecular nature of matter","BCC",123470," Licenciatura en Químico Fármaco Biólogo ","0470577711","english"," ICB "
"6513","chemistry the molecular nature of matter","BCC",132203,"","0470577711","english",""
"6514","chemistry the molecular nature of matter","BCC",110723,"","0470577711","english",""
"6515","chemistry the molecular nature of matter","BCC",110723,"","0470577711","english",""
"6516","chemistry the molecular nature of matter","BCC",168317," Licenciatura en Arquitectura","0470577711","english"," ICSA"
"6517","adult development and aging biopsychosocial perspectives","BCC",159056," Licenciatura en Enfermería","9780470646977","english"," ICB"
"6518","adult development and aging biopsychosocial perspectives","BCC",168915," Licenciatura en Gerontología","9780470646977","english"," ICB"
"6519","adult development and aging biopsychosocial perspectives","BCC",159056," Licenciatura en Enfermería","0470646977","english"," ICB"
"6520","essential nursing care a workbook for clinical practice","BCC",159117," Licenciatura en Enfermería","9780470513033","english"," ICB"
"6521","essential nursing care a workbook for clinical practice","BCC",168717," Licenciatura en Enfermería","0470513039","english"," ICB"
"6522","essential nursing care a workbook for clinical practice","BCC",159117," Licenciatura en Enfermería","0470513039","english"," ICB"
"6523","hojas de hierba","BCC",254785,"","847450050","english",""
"6524","hojas de hierba","BCC",130409,"  Licenciatura en Publicidad","847450050","english","  IADA"
"6525","hojas de hierba","BCC",254785,"NULL","847450050","english","NULL"
"6526","hojas de hierba","BCC",179724,"NULL","847450050","english","NULL"
"6527","adult development and aging biopsychosocial perspectives","BCC",168915," Licenciatura en Gerontología","0470646977","english"," ICB"
"6528","biomechatronics in medicine and health care","BCC",196419," Ingeniería en Mecatrónica","9789814241618","english"," IIT"
"6529","biomechatronics in medicine and health care","BCC",143911,"","9789814241618","english",""
"6530","biomechatronics in medicine and health care","BCC",196419," Ingeniería en Mecatrónica","981424161","english"," IIT"
"6531","biomechatronics in medicine and health care","BCC",143911,"","981424161","english",""
"6532","biomechatronics in medicine and health care","BCC",196419," Ingeniería en Mecatrónica","9789814303514","english"," IIT"
"6533","biomechatronics in medicine and health care","BCC",143911,"","9789814303514","english",""
"6534","biomechatronics in medicine and health care","BCC",196419," Ingeniería en Mecatrónica","9814303518","english"," IIT"
"6535","biomechatronics in medicine and health care","BCC",143911,"","9814303518","english",""
"6536","powers that be","BCC",161094," Licenciatura en Comercio Exterior","0394503813","english"," ICSA"
"6537","powers that be","BCC",161094," Licenciatura en Comercio Exterior","9780394503813","english"," ICSA"
"6538","leadership challenge how to get extraordinary things done in organizations","BCC",169313," Licenciatura en Administración de Empresas","1555420613","english"," ICSA"
"6539","leadership challenge how to get extraordinary things done in organizations","BCC",140812,"  Licenciatura en Administración de Empresas","1555420613","english","  ICSA"
"6540","leadership challenge how to get extraordinary things done in organizations","BCC",169313," Licenciatura en Administración de Empresas","155542211","english"," ICSA"
"6541","leadership challenge how to get extraordinary things done in organizations","BCC",140812,"  Licenciatura en Administración de Empresas","155542211","english","  ICSA"
"6542","leadership challenge how to get extraordinary things done in organizations","BCC",169313," Licenciatura en Administración de Empresas","9781555420611","english"," ICSA"
"6543","leadership challenge how to get extraordinary things done in organizations","BCC",140812,"  Licenciatura en Administración de Empresas","9781555420611","english","  ICSA"
"6544","leadership challenge how to get extraordinary things done in organizations","BCC",169313," Licenciatura en Administración de Empresas","9781555422110","english"," ICSA"
"6545","official guide to the toefl test","BCC",16474,"NULL","9780071267892","english","NULL"
"6546","official guide to the toefl test","BCC",913792,"NULL","9780071267892","english","NULL"
"6547","official guide to the toefl test","BCC",124828,"","9780071267892","english",""
"6548","official guide to the toefl test","BCC",254785,"NULL","9780071267892","english","NULL"
"6549","official guide to the toefl test","BCC",168641,"NULL","9780071267892","english","NULL"
"6550","official guide to the toefl test","BCC",123401,"","9780071267892","english",""
"6551","official guide to the toefl test","BCC",16474,"NULL","0071267891","english","NULL"
"6552","official guide to the toefl test","BCC",913792,"NULL","0071267891","english","NULL"
"6553","official guide to the toefl test","BCC",124828,"","0071267891","english",""
"6554","official guide to the toefl test","BCC",254785,"NULL","0071267891","english","NULL"
"6555","official guide to the toefl test","BCC",168641,"NULL","0071267891","english","NULL"
"6556","official guide to the toefl test","BCC",123401,"","0071267891","english",""
"6557","leadership challenge how to get extraordinary things done in organizations","BCC",140812,"  Licenciatura en Administración de Empresas","9781555422110","english","  ICSA"
"6558","leadership challenge how to get extraordinary things done in organizations","BCC",169313," Licenciatura en Administración de Empresas","155542211","english"," ICSA"
"6559","leadership challenge how to get extraordinary things done in organizations","BCC",140812,"  Licenciatura en Administración de Empresas","155542211","english","  ICSA"
"6560","revolution and the rebirth of inequality a theory applied to the national revolution in bolivia","BCC",130528," Licenciatura en Publicidad","0520040724","english"," IADA"
"6561","revolution and the rebirth of inequality a theory applied to the national revolution in bolivia","BCC",180931," Licenciatura en Derecho","0520040724","english"," ICSA"
"6562","revolution and the rebirth of inequality a theory applied to the national revolution in bolivia","BCC",130528," Licenciatura en Publicidad","9780520040724","english"," IADA"
"6563","revolution and the rebirth of inequality a theory applied to the national revolution in bolivia","BCC",180931," Licenciatura en Derecho","9780520040724","english"," ICSA"
"6564","enhancing adult motivation to learn a comprehensive guide for teaching all adults","BCC",126820,"NULL","9780787995201","english","NULL"
"6565","enhancing adult motivation to learn a comprehensive guide for teaching all adults","BCC",912599,"NULL","9780787995201","english","NULL"
"6566","enhancing adult motivation to learn a comprehensive guide for teaching all adults","BCC",912599,"NULL","9780787995201","english","NULL"
"6567","enhancing adult motivation to learn a comprehensive guide for teaching all adults","BCC",126820,"NULL","0787995207","english","NULL"
"6568","enhancing adult motivation to learn a comprehensive guide for teaching all adults","BCC",912599,"NULL","0787995207","english","NULL"
"6569","enhancing adult motivation to learn a comprehensive guide for teaching all adults","BCC",912599,"NULL","0787995207","english","NULL"
"6570","known world","BCC",159331," Licenciatura en Derecho","9780060557546","english"," ICSA"
"6571","known world","BCC",159331," Licenciatura en Derecho","0060557559","english"," ICSA"
"6572","known world","BCC",159331," Licenciatura en Derecho","9780060557553","english"," ICSA"
"6573","nanosensors physical chemical and biological","BCC",132255,"NULL","9781439827130","english","NULL"
"6574","nanosensors physical chemical and biological","BCC",132255,"NULL","1439827133","english","NULL"
"6575","nanosensors physical chemical and biological","BCC",132255,"NULL","9781439827123","english","NULL"
"6576","nanosensors physical chemical and biological","BCC",132255,"NULL","1439827125","english","NULL"
"6577","office 2010 todo practica","BCC",146665," Licenciatura en Derecho","9786077070184","english"," ICSA"
"6578","office 2010 todo practica","BCC",254785,"NULL","9786077070184","english","NULL"
"6579","office 2010 todo practica","BCC",160071," Ingeniería Industrial y de Sistemas","9786077070184","english"," IIT"
"6580","office 2010 todo practica","BCC",17133,"NULL","9786077070184","english","NULL"
"6581","office 2010 todo practica","BCC",912599,"NULL","9786077070184","english","NULL"
"6582","office 2010 todo practica","BCC",146665," Licenciatura en Derecho","6077070181","english"," ICSA"
"6583","office 2010 todo practica","BCC",254785,"NULL","6077070181","english","NULL"
"6584","office 2010 todo practica","BCC",160071," Ingeniería Industrial y de Sistemas","6077070181","english"," IIT"
"6585","office 2010 todo practica","BCC",17133,"NULL","6077070181","english","NULL"
"6586","office 2010 todo practica","BCC",912599,"NULL","6077070181","english","NULL"
"6587","essential software testing a usecase approach","BCC",914591,"NULL","9781420089813","english","NULL"
"6588","essential software testing a usecase approach","BCC",914591,"NULL","1420089811","english","NULL"
"6589","aging and the family theory and research","BCC",124252,"NULL","0275956970","english","NULL"
"6590","aging and the family theory and research","BCC",124252,"NULL","0275956970","english","NULL"
"6591","aging and the family theory and research","BCC",124252,"NULL","9780275956974","english","NULL"
"6592","aging and the family theory and research","BCC",124252,"NULL","9780275956974","english","NULL"
"6593","programming principles and practice using c","BCC",147634,"NULL","9780321543721","english","NULL"
"6594","programming principles and practice using c","BCC",147622,"","9780321543721","english",""
"6595","programming principles and practice using c","BCC",13290,"DIRECTOR DE LA DIVISION MULTIDISCIPLINARIA DE LA UACJ-NCG","9780321543721","english","DIRECTOR DE LA DIVISION MULTIDISCIPLINARIA DE LA UACJ-NCG"
"6596","programming principles and practice using c","BCC",147734,"  Ingeniería en Sistemas Computacionales","9780321543721","english","  IIT"
"6597","programming principles and practice using c","BCC",147634,"NULL","0321543726","english","NULL"
"6598","programming principles and practice using c","BCC",147622,"","0321543726","english",""
"6599","programming principles and practice using c","BCC",13290,"DIRECTOR DE LA DIVISION MULTIDISCIPLINARIA DE LA UACJ-NCG","0321543726","english","DIRECTOR DE LA DIVISION MULTIDISCIPLINARIA DE LA UACJ-NCG"
"6600","programming principles and practice using c","BCC",147734,"  Ingeniería en Sistemas Computacionales","0321543726","english","  IIT"
"6601","direccion de marketing","BCC",139901,"  Licenciatura en Comercio Exterior","9702607639","english","  ICSA"
"6602","direccion de marketing","BCC",254785,"Licenciatura en Contaduría","9702607639","english","ICSA"
"6603","direccion de marketing","BCC",118865," Licenciatura en Psicología","9702607639","english"," ICSA"
"6604","direccion de marketing","BCC",139260," Licenciatura en Publicidad","9702607639","english"," IADA"
"6605","direccion de marketing","BCC",139260," Licenciatura en Publicidad","9702607639","english"," IADA"
"6606","direccion de marketing","BCC",140017,"  Licenciatura en Comercio Exterior","9702607639","english","  ICSA"
"6607","direccion de marketing","BCC",146905,"NULL","9702607639","english","NULL"
"6608","direccion de marketing","BCC",164155," Licenciatura en Administración de Empresas","9702607639","english"," ICSA"
"6609","women gender and disaster global issues and initiatives","BCC",142064,"NULL","9788132101482","english","NULL"
"6610","women gender and disaster global issues and initiatives","BCC",146734," Licenciatura en Derecho","9788132101482","english"," ICSA"
"6611","women gender and disaster global issues and initiatives","BCC",142064,"NULL","8132101480","english","NULL"
"6612","women gender and disaster global issues and initiatives","BCC",146734," Licenciatura en Derecho","8132101480","english"," ICSA"
"6613","direccion de marketing","BCC",147920," Licenciatura en Publicidad","9702607639","english"," IADA"
"6614","direccion de marketing","BCC",146767,"  Licenciatura en Comercio Exterior","9702607639","english","  ICSA"
"6615","direccion de marketing","BCC",123353," Licenciatura en Diseño Gráfico","9702607639","english"," IADA"
"6616","direccion de marketing","BCC",18288,"NULL","9702607639","english","NULL"
"6617","direccion de marketing","BCC",119780," Licenciatura en Administracion de Empresas","9702607639","english"," ICSA"
"6618","direccion de marketing","BCC",130628,"","9702607639","english",""
"6619","direccion de marketing","BCC",914641,"NULL","9702607639","english","NULL"
"6620","direccion de marketing","BCC",130514,"","9702607639","english",""
